 248  0.535200000000E+02  0.186846038864E-01           -Infinity           -Infinity           -Infinity
 249  0.537600000000E+02  0.186011904762E-01           -Infinity           -Infinity           -Infinity
 250  0.540000000000E+02  0.185185185185E-01           -Infinity           -Infinity           -Infinity
 251  0.542400000000E+02  0.184365781711E-01           -Infinity           -Infinity           -Infinity
 252  0.544800000000E+02  0.183553597651E-01           -Infinity           -Infinity           -Infinity
 253  0.547200000000E+02  0.182748538012E-01           -Infinity           -Infinity           -Infinity
 254  0.549600000000E+02  0.181950509461E-01           -Infinity           -Infinity           -Infinity
 255  0.552000000000E+02  0.181159420290E-01           -Infinity           -Infinity           -Infinity
 256  0.554400000000E+02  0.180375180375E-01           -Infinity           -Infinity           -Infinity
 257  0.556800000000E+02  0.179597701149E-01           -Infinity           -Infinity           -Infinity
 258  0.559200000000E+02  0.178826895565E-01           -Infinity           -Infinity           -Infinity
 259  0.561600000000E+02  0.178062678063E-01           -Infinity           -Infinity           -Infinity
 260  0.564000000000E+02  0.177304964539E-01           -Infinity           -Infinity           -Infinity
 261  0.566400000000E+02  0.176553672316E-01           -Infinity           -Infinity           -Infinity
 262  0.568800000000E+02  0.175808720113E-01           -Infinity           -Infinity           -Infinity
 263  0.571200000000E+02  0.175070028011E-01           -Infinity           -Infinity           -Infinity
 264  0.573600000000E+02  0.174337517434E-01           -Infinity           -Infinity           -Infinity
 265  0.576000000000E+02  0.173611111111E-01           -Infinity           -Infinity           -Infinity
 266  0.578400000000E+02  0.172890733057E-01           -Infinity           -Infinity           -Infinity
 267  0.580800000000E+02  0.172176308540E-01           -Infinity           -Infinity           -Infinity
 268  0.583200000000E+02  0.171467764060E-01           -Infinity           -Infinity           -Infinity
 269  0.585600000000E+02  0.170765027322E-01           -Infinity           -Infinity           -Infinity
 270  0.588000000000E+02  0.170068027211E-01           -Infinity           -Infinity           -Infinity
 271  0.590400000000E+02  0.169376693767E-01           -Infinity           -Infinity           -Infinity
 272  0.592800000000E+02  0.168690958165E-01           -Infinity           -Infinity           -Infinity
 273  0.595200000000E+02  0.168010752688E-01           -Infinity           -Infinity           -Infinity
 274  0.597600000000E+02  0.167336010710E-01           -Infinity           -Infinity           -Infinity
 275  0.600000000000E+02  0.166666666667E-01           -Infinity           -Infinity           -Infinity
 276  0.602400000000E+02  0.166002656042E-01           -Infinity           -Infinity           -Infinity
 277  0.604800000000E+02  0.165343915344E-01           -Infinity           -Infinity           -Infinity
 278  0.607200000000E+02  0.164690382082E-01           -Infinity           -Infinity           -Infinity
 279  0.609600000000E+02  0.164041994751E-01           -Infinity           -Infinity           -Infinity
 280  0.612000000000E+02  0.163398692810E-01           -Infinity           -Infinity           -Infinity
 281  0.614400000000E+02  0.162760416667E-01           -Infinity           -Infinity           -Infinity
 282  0.616800000000E+02  0.162127107652E-01           -Infinity           -Infinity           -Infinity
 283  0.619200000000E+02  0.161498708010E-01           -Infinity           -Infinity           -Infinity
 284  0.621600000000E+02  0.160875160875E-01           -Infinity           -Infinity           -Infinity
 285  0.624000000000E+02  0.160256410256E-01           -Infinity           -Infinity           -Infinity
 286  0.626400000000E+02  0.159642401022E-01           -Infinity           -Infinity           -Infinity
 287  0.628800000000E+02  0.159033078880E-01           -Infinity           -Infinity           -Infinity
 288  0.631200000000E+02  0.158428390368E-01           -Infinity           -Infinity           -Infinity
 289  0.633600000000E+02  0.157828282828E-01           -Infinity           -Infinity           -Infinity
 290  0.636000000000E+02  0.157232704403E-01           -Infinity           -Infinity           -Infinity
 291  0.638400000000E+02  0.156641604010E-01           -Infinity           -Infinity           -Infinity
 292  0.640800000000E+02  0.156054931336E-01           -Infinity           -Infinity           -Infinity
 293  0.643200000000E+02  0.155472636816E-01           -Infinity           -Infinity           -Infinity
 294  0.645600000000E+02  0.154894671623E-01           -Infinity           -Infinity           -Infinity
 295  0.648000000000E+02  0.154320987654E-01           -Infinity           -Infinity           -Infinity
 296  0.650400000000E+02  0.153751537515E-01           -Infinity           -Infinity           -Infinity
 297  0.652800000000E+02  0.153186274510E-01           -Infinity           -Infinity           -Infinity
 298  0.655200000000E+02  0.152625152625E-01           -Infinity           -Infinity           -Infinity
 299  0.657600000000E+02  0.152068126521E-01           -Infinity           -Infinity           -Infinity
 300  0.660000000000E+02  0.151515151515E-01           -Infinity           -Infinity           -Infinity
 301  0.662400000000E+02  0.150966183575E-01           -Infinity           -Infinity           -Infinity
 302  0.664800000000E+02  0.150421179302E-01           -Infinity           -Infinity           -Infinity
 303  0.667200000000E+02  0.149880095923E-01           -Infinity           -Infinity           -Infinity
 304  0.669600000000E+02  0.149342891278E-01           -Infinity           -Infinity           -Infinity
 305  0.672000000000E+02  0.148809523810E-01           -Infinity           -Infinity           -Infinity
 306  0.674400000000E+02  0.148279952550E-01           -Infinity           -Infinity           -Infinity
 307  0.676800000000E+02  0.147754137116E-01           -Infinity           -Infinity           -Infinity
 308  0.679200000000E+02  0.147232037691E-01           -Infinity           -Infinity           -Infinity
 309  0.681600000000E+02  0.146713615023E-01           -Infinity           -Infinity           -Infinity
 310  0.684000000000E+02  0.146198830409E-01           -Infinity           -Infinity           -Infinity
 311  0.686400000000E+02  0.145687645688E-01           -Infinity           -Infinity           -Infinity
 312  0.688800000000E+02  0.145180023229E-01           -Infinity           -Infinity           -Infinity
 313  0.691200000000E+02  0.144675925926E-01           -Infinity           -Infinity           -Infinity
 314  0.693600000000E+02  0.144175317186E-01           -Infinity           -Infinity           -Infinity
 315  0.696000000000E+02  0.143678160920E-01           -Infinity           -Infinity           -Infinity
 316  0.698400000000E+02  0.143184421535E-01           -Infinity           -Infinity           -Infinity
 317  0.700800000000E+02  0.142694063927E-01           -Infinity           -Infinity           -Infinity
 318  0.703200000000E+02  0.142207053470E-01           -Infinity           -Infinity           -Infinity
 319  0.705600000000E+02  0.141723356009E-01           -Infinity           -Infinity           -Infinity
 320  0.708000000000E+02  0.141242937853E-01           -Infinity           -Infinity           -Infinity
 321  0.710400000000E+02  0.140765765766E-01           -Infinity           -Infinity           -Infinity
 322  0.712800000000E+02  0.140291806958E-01           -Infinity           -Infinity           -Infinity
 323  0.715200000000E+02  0.139821029083E-01           -Infinity           -Infinity           -Infinity
 324  0.717600000000E+02  0.139353400223E-01           -Infinity           -Infinity           -Infinity
 325  0.720000000000E+02  0.138888888889E-01           -Infinity           -Infinity           -Infinity
 326  0.722400000000E+02  0.138427464009E-01           -Infinity           -Infinity           -Infinity
 327  0.724800000000E+02  0.137969094923E-01           -Infinity           -Infinity           -Infinity
 328  0.727200000000E+02  0.137513751375E-01           -Infinity           -Infinity           -Infinity
 329  0.729600000000E+02  0.137061403509E-01           -Infinity           -Infinity           -Infinity
 330  0.732000000000E+02  0.136612021858E-01           -Infinity           -Infinity           -Infinity
 331  0.734400000000E+02  0.136165577342E-01           -Infinity           -Infinity           -Infinity
 332  0.736800000000E+02  0.135722041260E-01           -Infinity           -Infinity           -Infinity
 333  0.739200000000E+02  0.135281385281E-01           -Infinity           -Infinity           -Infinity
 334  0.741600000000E+02  0.134843581446E-01           -Infinity           -Infinity           -Infinity
 335  0.744000000000E+02  0.134408602151E-01           -Infinity           -Infinity           -Infinity
 336  0.746400000000E+02  0.133976420150E-01           -Infinity           -Infinity           -Infinity
 337  0.748800000000E+02  0.133547008547E-01           -Infinity           -Infinity           -Infinity
 338  0.751200000000E+02  0.133120340788E-01           -Infinity           -Infinity           -Infinity
 339  0.753600000000E+02  0.132696390658E-01           -Infinity           -Infinity           -Infinity
